2
5000 8000
FPM BRD 9.64
GHV BLM 446.24
GUF HDQ 767.21
DHL FZN 135.41
ESH FYV 371.76
AZL GOR 569.80
GSW EEJ 529.24
FMZ GCK 138.55
DMX ARI 715.06
DPK GOQ 372.15
HGN APK 507.84
BHS CAY 459.18
BBA GPD 115.29
HAN ELA 361.10
AET CGL 496.83
BJC HEP 778.62
ADD GCT 98.75
GFN EKS 44.21
BMO BGI 894.90
AQW GNO 432.06
DGG CHK 456.34
FHE DQS 218.87
ELZ FXN 77.63
DMR ADX 284.65
FTC HCA 645.63
FNJ FXU 660.38
EFU FSZ 269.50
DGF GWS 970.32
GMN ASU 725.83
FPT FMC 435.85
AMV BAE 53.75
GDN DUU 425.65
EQS AMT 324.83
GUP AFT 518.50
BBZ GZG 142.08
GZT BCW 894.36
HIK FZW 181.64
BKM BPS 23.70
EDH AAU 559.11
CFB FIR 502.93
FFG AMV 390.82
BPS EHM 57.68
ECL COS 799.15
GIE FHW 730.54
AMU GDK 539.97
DPQ FHT 397.25
CFF EPD 408.02
FUX CRZ 671.05
FVR EBB 230.53
FUB EMI 308.42
GGW FDA 336.78
FEA GGO 771.94
AIK ATA 996.30
FQH HGM 87.49
GJJ FTX 330.18
EGU FJI 533.50
DLP BDX 357.85
GDP EGW 72.72
CUI BJZ 811.95
BWI EQK 464.91
GZI CRO 303.92
ALH ANQ 546.26
BEH HJS 944.62
BAL FNP 496.81
GUI EPJ 48.36
GTJ CDY 741.35
AMY DID 633.68
ETU BHF 906.97
ATL FBE 748.46
HJV HGN 717.26
ERB CLH 643.34
FER DWX 590.49
FEB DCG 943.42
FHJ CPZ 664.81
CMK CJR 321.68
GQI DCK 781.04
EOD ARQ 440.15
FVI DSM 543.51
DMF DMO 89.21
FIK AQR 307.79
AJK HBJ 507.66
EGH AGM 189.14
HIN GRM 287.67
EOE BMD 636.05
BNN GRN 321.76
EPY DWQ 2.02
HHO EKT 46.83
DPS DLV 977.54
BRZ DWI 30.41
CIQ HAH 17.38
DZR ATM 403.36
EGE BDS 819.32
FNI GSP 811.52
BPE EQY 161.05
AWJ CMI 855.30
GSZ EUD 615.57
DTL GHY 510.27
BUY EZO 173.08
AGY CCF 510.96
HHG ERB 272.39
CQK HEA 501.67
FUC CQA 678.63
HCJ GII 720.79
EJA AOO 408.05
BLA DIY 568.75
AUV FQV 688.09
HCT BUB 547.10
ESA FEV 585.95
BJX BKR 348.15
AQR ESV 249.96
AKJ GZG 762.68
FAJ DVB 230.46
DYK BMS 333.00
GMY CRS 30.93
CLO ABN 123.83
CSB FSA 933.46
GMC FGX 788.87
GGP DEW 900.43
AGZ EXU 82.15
GZU GXQ 855.00
GOS DKC 909.33
EZM CMY 812.02
GME HJW 709.44
DTO EON 249.58
DVC ARX 593.50
CCU AGH 923.54
BZJ APM 855.27
HEG ARD 62.50
GRS AAM 554.77
GFA ATT 170.10
CEU CDQ 17.36
ERS FXX 925.27
GRG BXX 408.93
DVL BWH 516.17
GNI CXH 491.54
BJH GJV 67.30
BYU BTU 95.06
EPX DPW 121.94
GQK GIG 570.36
BZV BXG 279.04
GDL GMB 334.42
ERA CUY 662.70
GOX EDH 494.34
DAW BDE 652.90
FYD HGY 678.75
GXQ CLE 186.30
BHD DSF 945.47
EWZ GYP 72.19
DUX EOP 466.89
AHW BLZ 211.71
GTX GOJ 488.70
CEN BAX 880.15
AXM CFD 361.62
CAQ CQH 969.57
DXH BMO 953.60
AYD BLW 743.67
EQI AUM 590.38
EEP GBV 348.99
DIW BEM 245.52
EUV CXN 834.76
FYW DGB 286.80
BPL AHT 782.53
DUO EAL 410.74
BAN GXS 580.36
ENC ABG 644.04
FYY BCY 583.89
GTK HCG 140.17
FKY BOB 571.45
BFC AWV 163.21
GCQ GAN 485.79
BYJ GBT 981.77
CGC FMO 822.03
GGN HBW 832.81
AJQ GEI 671.95
CKW HHL 828.85
DNU EXM 472.81
DFS DLR 463.09
ETT BFX 72.22
AGH DES 372.38
AWM BCB 830.46
GYG FUG 821.70
FAM DQS 834.80
GSB DCP 913.42
FMB GJA 255.68
FJE FFR 158.18
EWJ BFC 574.52
AXS DDM 411.91
CDP BAQ 933.67
FIH EIS 979.37
BAB BLO 631.00
BJZ GRB 50.36
HAR GKP 197.22
CSY AZX 344.67
BRR DVT 903.44
GXI HBF 453.89
ASD FHG 640.08
FVP HBB 372.93
GWF GQG 792.61
FUP DOX 307.07
BVV CTV 406.54
BCO CVG 576.83
CCV EKO 799.71
FCT DQB 897.20
BOE EDH 865.65
DFC ESH 540.52
BCA FGD 587.14
AST DGA 805.37
BYR EDP 658.30
FNP HEU 54.63
CXC ATR 693.78
FSI GSW 406.22
ESP GRT 177.16
AYI AWS 841.42
HBQ FEX 639.45
GJP DUL 663.41
GFK DWZ 235.01
CBC GRR 92.29
AUJ ANH 810.68
AOW DFD 323.86
DIN CHF 774.71
CRB FFD 794.23
DYN DVI 596.32
GVF EOI 378.19
EPU CZT 648.03
CZX EZI 309.29
GWW ETS 652.34
GEF FQB 644.30
BHF HFE 821.62
EMI FIQ 976.92
BJF DPJ 744.30
GOJ ETE 366.79
CZJ GFA 748.26
CDJ EZD 524.91
FDC ERP 84.50
ESC GBI 965.64
CBM BAB 35.89
AHG CED 45.92
CCC FJI 801.09
CAK DYO 959.72
FPT DCQ 739.96
EYP FPF 999.12
DTI HIN 306.93
BID DQB 840.56
APK DIL 604.95
BGL FQQ 239.55
CGM FOJ 571.29
EKP GYR 998.72
EJP HCX 450.60
CXV BDZ 64.66
GAL BRK 328.28
GFI DOA 179.69
GDO EOR 413.12
EJH DEJ 951.94
AHK FXK 174.34
ANS EJF 728.34
ARU CCU 250.29
AGD BXW 65.49
HJA EAE 308.81
DCS GEO 801.86
GUC EZA 521.58
CXU BYX 375.77
ACD FXK 567.72
FGM GEW 172.72
DTO CKE 715.69
CSL BEX 117.61
GVF BGA 834.70
DIU FNQ 739.32
HIY BLF 40.91
ASX BSJ 704.10
AHP EXJ 688.60
EGN BIF 734.38
CTP FYJ 167.60
DOD DXL 131.67
AOA GFU 467.15
BSX BLF 106.03
EYX BEJ 124.34
DCF GZP 583.93
ENK AGJ 156.49
AVM AWD 619.66
FSV BEH 38.09
BQS AWF 740.06
CET DLX 68.79
GCE ATK 600.92
EXQ FHJ 124.88
AYO AUG 978.52
CCX GJW 53.71
DSF EAB 437.22
DYO GZB 521.60
GUR CMJ 615.64
AOQ ASO 521.22
DKV BGI 923.44
GWS EAQ 34.54
CFU EEE 749.30
CCV CLO 240.42
CXB BGY 387.13
BWP BVF 143.51
AMI BYC 507.78
ABB FDE 546.31
CNK ABA 972.97
FFY FER 818.90
BBZ BGN 936.22
FCP AZB 59.31
DWL CWJ 519.29
AXS DLO 447.83
CEQ BOB 475.60
DZW APC 545.11
FXY DTA 271.26
FQU DEW 74.47
AHM BEX 274.74
FMD DZQ 655.27
BII DYQ 254.13
CHK HIM 811.40
FDT CUJ 559.39
DEZ EMB 99.03
ETA AWF 555.19
HIC CDL 233.43
FQV FHF 23.95
DLJ BNA 363.97
EQG HEF 265.65
DFO COE 17.60
BTX FEB 304.55
BSB BLQ 213.48
GMK CVT 942.44
DOD ESA 240.73
GKJ ABR 512.31
BDM FAH 307.81
GKR BEC 607.24
CNK FFW 245.41
EHH ADT 932.16
BLD CTL 476.94
GPE FKZ 698.67
AQM CAN 860.60
FMG CXL 185.57
CTY BNU 29.35
CVQ FJD 166.83
ALP GNF 910.08
DPR AET 967.74
BLF BNC 611.07
DOZ AWM 241.59
GIK EWC 970.52
GJB EQZ 780.17
AZG AVL 88.20
DWR GCG 542.48
AAE FAW 29.46
FJH ADH 811.69
EME BQB 444.35
GQX EGH 997.36
CTR AMO 985.23
DQD BGG 444.91
BBY EHE 969.08
AIP DIY 575.34
BEB BPO 731.78
BVZ CMQ 651.86
BMN BLR 441.56
BPU DEQ 341.60
FFV CIX 191.33
EBU DYT 971.54
GOJ DTY 780.01
AKH DAJ 698.65
GRL ALL 823.12
CQB GEY 793.90
GFP DMW 146.14
DHY DUA 903.95
ETP CNO 579.94
CNX DHG 39.96
GWU BZY 614.34
FLF HEU 49.66
BUV EFX 477.16
GVF GAS 671.45
HGQ CBJ 37.64
AQY BDX 382.74
EDU APB 650.43
CNN DEG 255.97
HBB CFD 578.31
CYA CSN 810.44
EXY EVR 91.09
ESK EUJ 537.57
DNZ DKO 474.28
CEK BET 49.97
GFT GTO 546.04
HJQ EFE 258.61
COK GGV 763.01
AII HDU 954.56
ENL FYJ 485.11
HFY CCF 632.70
ERI ATY 902.46
EBJ AYD 649.24
CBP GNN 844.58
DGJ GNL 268.50
EPP ANX 783.16
DKL BVA 538.73
CGY FTC 2.07
EAL BAI 319.33
COM GFJ 885.02
GQS DQV 115.55
AAI GAI 377.94
AYM FXK 959.48
CBR HCP 400.39
BEU CLL 14.33
BSS BYR 799.78
FNS AHI 794.39
DWM APH 217.38
EWU FLR 46.22
FRV FGB 373.37
DYJ CDO 104.18
COJ GHA 49.08
DBL CHE 462.68
CTS CIS 882.56
HFD GLV 946.52
DTM BAR 868.04
EAU AFC 29.66
GQC ETY 17.03
GRL EFK 756.67
ENE AHA 203.16
BGK CXC 841.59
ADD CTO 468.20
CKH EQI 148.97
GSZ EBH 533.15
FUM DNX 465.31
BKV GFH 213.97
DPX FFC 889.31
AZN CIH 30.08
FEY DHY 638.34
ABQ FUC 196.95
CYS GNU 427.41
AHY BVM 935.83
GYG DRO 100.16
DPF BET 716.36
HDC FLQ 675.37
ANU ADB 828.02
AIO ANZ 137.59
CQV GZR 562.01
AOL HGV 318.64
GIO GVC 617.24
FMA FMF 667.66
BXE FJS 737.60
AEK FKJ 39.66
DJD CKZ 36.53
BKM GEO 774.28
DNN EYA 35.93
EBM DCI 689.51
FQV GWN 91.73
FNI EFX 423.14
EYC GUG 276.89
EZZ BZW 183.19
CZK CEF 820.11
AZL CQL 146.42
FKK AQQ 147.56
EEQ GGB 683.74
BSJ EDY 893.22
GUR EPP 317.01
AWO DJU 7.96
FCL GUU 996.13
EMJ FJX 83.40
BBY CXH 630.22
DGD AMI 64.02
FWO HIW 647.66
BCX BPF 154.27
HIY BER 954.29
GCO AEP 396.05
DHV ESA 307.58
BHH FWQ 317.03
CRT FHU 822.89
ARI EVY 470.85
DOP DXW 551.10
GAY APM 221.88
APE AGM 893.75
EEJ CWX 96.94
FJA DNK 867.97
FNP CYG 981.13
CVI GBK 472.35
DHQ BEQ 358.18
BFC GOR 566.83
AQS CGO 684.96
EOP EKV 989.46
FEB AGR 827.06
FKO BIR 17.86
CXD AWX 35.32
GKO FOA 863.50
BYM CTL 349.64
APO ARC 550.50
DUE BWO 783.08
EYO EJH 55.34
HFC EDL 526.95
GFP COX 281.29
GMH BER 275.64
AKQ FVJ 574.02
DHN DQY 824.08
DLF FQW 343.61
GEQ AFE 86.91
BLK CHC 450.03
DHY HEI 67.60
CGX COP 93.12
GKI GOG 676.54
DOX FUH 288.71
GTP EEQ 480.72
FEQ AIS 637.99
DLG DXI 654.27
DRU EYT 626.50
DWZ DAL 913.21
GEB FAO 4.97
ANU AFY 28.21
DCJ BFN 850.55
EGH HDP 529.38
EQG ABW 422.62
BKO EQB 10.30
BTG EVW 955.95
AGG FMI 440.95
FFA DZY 827.68
CVD FYU 652.58
ALJ GRX 592.35
CRI FMD 33.97
FWV FOG 251.07
FQC EMZ 971.96
FRZ ALR 50.63
EXS DZH 931.89
CJG EWE 54.92
CLG FNK 830.20
GLF CFO 81.83
EZR CPM 480.45
GHG DMC 949.46
EJB BCL 265.93
ENA DGO 333.95
BPR GNA 573.68
EBI BFD 825.19
AQI ANM 377.18
ACE DGK 873.90
FPO AIH 953.34
CKU HAS 269.79
HAH EDN 613.26
DCB GBL 896.97
GEM DAK 452.93
CAS AQS 982.33
DDK GDU 662.75
GIN EMJ 187.10
BLR BCP 814.48
ESC EQN 882.24
FAJ HDK 182.81
EQT CRF 484.17
DJY EQF 450.50
EBB GEO 61.41
HBL GPV 582.22
CHV DZW 537.46
DBI AMP 851.16
ADJ FZH 985.84
DFZ CSS 828.61
AME ACK 638.40
AFG EYP 633.66
EWL CPT 317.55
ECI ERR 262.46
CWO GJO 948.84
ECC FTE 489.67
CRQ DWY 987.37
DEG GBK 266.44
DTF DYY 737.06
GLX CUR 551.46
GOI DCB 923.29
GCP ARG 889.97
BIA FGT 404.86
APJ HCS 737.73
BOP BNY 665.38
HHT AAG 248.28
FUJ ADR 775.86
ELL COX 393.97
DAB CRE 765.35
FUS EWU 404.14
BMM AYB 797.80
EDS BLM 155.60
CAD CEE 496.83
DSN CJA 469.20
FGM EQE 523.19
FGS GJO 883.75
AAB CUT 296.60
EOY BXO 135.70
HGC GEP 579.23
GSO GUN 449.53
CGH BBT 902.23
DRU BXH 412.23
FVY BLD 103.75
CUQ GGZ 967.31
CAM CHW 592.40
AZT BXJ 927.88
DUM BKI 626.94
AHS BHI 840.47
GMH FPT 671.40
AME FNY 183.82
DNY FWO 929.21
FLF CHH 994.36
BMA CVT 269.26
CIR AAA 322.29
EQO GHC 891.17
BDP FAB 804.82
ENX DPJ 475.03
FVF CET 350.63
EAR FJB 152.63
EEH CYV 809.90
EQN BWW 726.58
GXV BBF 700.48
EJG FXH 50.72
EJG DUS 274.12
FGA EMU 839.90
CVT HFI 271.24
GLD DNH 942.45
DFO DPS 823.11
DEH FZV 212.42
GDC ABP 853.15
APR DZV 194.83
DQW EBS 976.16
EDV EEM 936.43
AOG CIY 15.87
FBA AWC 345.31
EWA FZU 844.20
AYZ EWU 113.37
EOR CXJ 270.34
FEE GTD 155.58
FFT HFH 276.97
BVG BBC 818.34
AMQ EXS 35.93
GRC CXO 924.11
BPT HGP 752.14
CLV BEH 5.84
DBI AHZ 739.90
ANU CHK 86.18
DLD HHR 192.67
CTY ASV 737.04
EOX ESP 871.92
FPZ CAV 570.73
FDK BYS 233.02
AQQ FNL 49.82
CMX FVR 744.83
DRE BHW 919.20
DZD BVA 249.31
GGO HEF 169.93
ATP ARS 787.03
BMK GEF 923.72
GEZ EAF 792.43
CVM HBZ 736.86
EUE GOR 788.34
CXH GNZ 86.54
DIR FUC 404.38
EQN DFQ 921.25
GLN DDA 146.00
AVC GBR 922.81
BMV EDV 365.07
CGS AGT 70.16
GGX BDQ 193.67
FYO BFD 849.04
FCX BMH 18.15
GGP GWV 63.95
GQJ ADJ 583.53
CLS DHC 819.58
FOS CRS 614.43
GGB GBM 871.50
EZO CXD 676.99
FGI AMK 387.08
AZQ GYJ 65.86
EET BKJ 258.21
FRA GCE 861.92
HDN ATO 109.99
HGW AIF 52.26
DDR DFN 597.08
ALB FJA 827.16
GMN BDK 828.30
DZJ HDF 770.43
ELT HFN 604.12
FZU CEF 253.08
BZV DJV 673.26
ARS FDR 601.54
BLG BFU 153.28
BTL BON 251.52
EYY DDH 300.62
EXQ BTL 385.37
GBA FYH 651.77
AJQ BOO 695.58
AEV EEK 535.97
CJB EQG 79.58
FSW ARL 520.08
FMF CXJ 33.56
GRZ DJZ 801.68
CWE FPV 561.36
APD AHY 223.17
EIO FNZ 770.21
CWN AKM 653.39
GLC BTN 907.73
DFE HBW 210.23
ALD EBJ 111.49
DCO BQH 840.88
FZX BFB 329.58
DZO BLN 930.07
EFC DDF 588.82
ENA BEA 521.63
EQR EDT 325.56
FBE GQU 154.83
GUR CKG 837.72
GMF FXP 981.16
FDG CFM 352.79
GTO AWK 369.20
AOH HGE 540.14
BZV EHN 794.19
HDA CQO 284.63
AWT FVT 262.99
HAM EFT 193.41
AWR GYI 624.79
FGX FDD 372.41
DUE EIR 968.34
APJ ETK 275.59
BLT AEY 210.24
DHQ ATA 455.88
AEV HGZ 373.11
EVJ GZX 600.10
DGU BNO 698.21
ACG AOG 217.64
BQG GFP 928.60
GTJ CDM 484.49
DRT GWA 283.60
DAV DGD 372.65
FFU ETN 26.64
FYU AFV 249.97
ALE FQT 372.23
AAT FRD 323.49
BOH HKG 856.08
ECN EPU 491.65
EXU BLN 555.75
HBG BDW 366.73
BCQ GDD 925.85
EIU CBY 214.26
DRZ AQC 748.27
FXV APZ 733.57
EEG DXN 37.34
ELB BZO 290.24
GLA EWY 103.95
DQM DQV 577.94
HBZ GMY 69.16
AVO BPA 202.38
BOJ AAD 513.55
FQH ECZ 970.99
GGJ DWI 13.83
BMA DLE 688.79
HJN BOM 942.30
BYT CCY 983.96
BLK ESD 577.39
FCF BLH 420.81
GEW GGZ 58.90
CJO BFW 256.73
CJR DFZ 825.85
GMQ AYK 49.86
EYQ EZQ 301.41
AZM FIN 443.62
ENY EEX 217.03
GQW BVF 666.82
DYR FWO 443.54
HJZ DOI 403.26
GGQ EWO 201.15
ACE AMD 392.97
FID GHP 508.97
AWG GHB 638.52
ALO GMN 995.88
FUB ADR 329.33
EOQ CRE 699.47
GJV HDX 980.14
GWB GFB 625.08
FAB GRP 65.30
CMH GWA 878.73
EYL FVA 134.53
DVS BTF 198.62
ESL ABC 584.53
FUQ GVO 753.83
AOA FUB 556.83
FFE FSB 9.36
EYT CTR 890.20
DTM BBV 183.31
FAT FIR 793.13
EMM CEW 976.94
EXE HHS 957.18
BGB HCK 990.57
BHD GUX 230.01
CSK BZJ 725.36
BCD CZQ 614.53
GUE GJR 831.69
EDN EXZ 266.83
FFJ ELV 750.31
DDS DLK 889.17
HIP CAS 923.17
HFZ FCI 216.97
BNT DSB 163.55
AYI CTE 271.88
EXR GMT 344.02
ANA DGI 212.32
BMJ ANX 533.15
GKI DAQ 678.96
DLV FBV 956.91
BMX DMF 155.62
FNQ BNA 340.39
DFQ GAH 389.94
GXS AQC 602.33
EGO FWG 12.66
FIZ GZG 532.50
BEZ BKI 915.70
DSW AXO 882.60
BJF FEY 442.57
BAS AVF 485.81
GMX BQW 522.69
APP AFX 182.80
GPW ATF 770.14
BVQ BCE 241.89
CHP CYW 752.13
BWN AJO 694.39
FGW ERY 630.53
GEK CDA 502.10
DZA BAL 140.81
GUF AXX 649.96
BAT EHE 106.90
DGQ DTA 564.34
DZV BIF 618.39
FBZ ADA 976.60
CQN CLF 802.50
FAC BPQ 367.99
CHS AST 180.61
EKT BAW 616.19
AAW HBV 207.89
CYT BRJ 798.19
HFX ERX 344.00
FOQ GVB 164.48
GWV EDN 436.48
BPN CRN 877.00
EAS FBD 924.83
AGA AIB 592.65
CYU GVU 739.99
FZQ DVT 955.51
AGV HAC 448.86
BYE GTD 662.61
BFT ALT 82.56
CQN EPL 231.42
BJS CPM 619.02
GBF BFA 179.03
DSA EWN 989.82
EAB FUG 130.56
FLN EHT 132.12
BWY HCZ 115.60
BMS GYP 256.06
CVN BKU 857.83
FHH GGB 734.39
CMK FMP 992.65
HBW CXL 523.98
AWO HFC 783.26
AIU FRY 74.13
ASS EVE 199.09
FAM EEK 689.67
ETD GML 889.98
GHK HJT 252.71
AHX DDP 476.29
BDQ AVO 358.93
GQF BTH 244.62
EDI FHN 461.36
DYC EVD 772.69
EFS CZQ 728.55
BQO EWE 744.35
FUY FIL 249.22
EXB DVX 146.66
GWN GGI 392.19
CPU CTE 434.67
FLI EBN 936.72
HEQ FGV 307.94
HBV BOF 452.71
GMR EXM 480.61
CBZ DTA 570.67
GYD CXH 549.19
EWG EUH 873.77
DHW EHL 676.54
CDW DDK 909.57
EXA AWM 319.50
DOF AXK 600.64
DKS CBZ 487.39
EYY EMK 299.43
CMC DPW 560.74
AUU GRJ 54.59
DSC BDZ 182.15
DCB GRK 142.50
HJN DFE 788.85
FCP GQA 11.17
AOT CCS 225.69
BME CFF 72.24
FOD CIS 746.21
EQF CGN 819.28
AVT DVV 916.32
CCV GNN 482.98
DGU DWW 738.39
ENW CUA 426.89
AIT BDD 797.70
GYT CUC 161.01
BRD GOY 909.01
FWI CME 312.84
AUS DXP 636.28
FBF BJL 187.27
BMT DUF 418.53
CPY DGU 974.18
GMU DOD 751.95
BWM CDG 973.99
EZQ DUK 168.16
AJK AAM 520.43
BOA BJD 267.42
GAE FGN 892.15
ENM DFU 995.28
FWX DIV 64.18
CGV GCC 398.30
ADH EGV 721.89
DRK EOI 89.55
FUQ CSI 683.43
EES FKE 809.55
EFE DAL 93.25
FOH AFD 709.22
DKN GLG 719.62
BFZ AIU 523.75
GOU CLJ 704.29
FGP EEV 244.04
EDC AAS 222.85
DHC FWV 287.22
APC FLC 12.02
AOY BLN 314.70
DPJ ALP 992.97
DUM DVB 534.87
EVL BIF 522.39
HEF EVO 758.92
CFG FMB 880.75
GKB GPE 75.15
BAL COT 924.18
GXG ARQ 402.02
GYA ELW 587.67
AZG BGD 291.59
DKV CFC 9.00
HFW HJF 933.27
DDT FHA 822.40
APA GPI 568.53
AQT DTH 166.94
HFX ABT 845.35
EKJ DQT 2.04
HBZ FYO 358.92
GDN EDD 169.04
HJQ EWU 115.85
EEK GFK 335.93
EDI FTC 922.54
CAA DQY 584.90
DFB AZX 206.15
BOA FNB 310.05
DPT EVE 764.41
BWF FDB 976.78
AKL GLJ 6.51
GNO BWH 467.86
GAA GFG 209.34
GVD GDD 872.68
HDX CBN 450.87
FKN BVL 478.77
GKK CTD 805.81
GND GFU 190.92
DYA CYX 351.33
DQT GXY 525.70
CRU CMR 638.23
GOB FDK 254.46
HJA BDA 962.06
GBV EMG 52.63
CTB EPP 862.20
EOM DLY 160.53
HHP EII 260.58
ASU CZK 567.36
DRR FEN 411.33
FFH BPC 637.85
CHR BVV 412.48
CAT ENA 94.14
DDT GHK 851.88
AFR BHF 801.54
GVH DCD 606.09
CWX GQQ 24.56
HFF AVA 805.37
EUI FJU 318.18
EON HBK 873.06
GDP FGR 561.46
CPD BSK 360.15
HCD CVW 275.66
AOX FDC 102.89
BWD HJA 887.66
GYG AWE 339.14
AUH EMQ 235.23
BPH HHH 218.22
BOU COY 930.42
BFW API 562.74
GMN CHK 793.55
CUP DUM 148.57
AGE CEW 429.54
FJG EQA 727.41
FHZ CUO 331.28
ATV DEU 457.31
HGL CZZ 804.18
HDL FSC 859.45
CIB CUU 883.70
EXJ GRU 444.30
HEU AIR 952.58
FOY CDE 209.92
CJM GMU 792.31
GZM FDX 793.91
EJT EJY 393.64
AEF FMB 393.03
DEF GCD 561.70
BLZ CCE 760.69
GGT HBV 958.90
FOF AVP 638.03
AMO DFO 671.15
CPT ERS 783.23
BSF FOD 170.91
GWD EQT 600.41
DVT FSH 11.12
DXM GRM 290.69
EPI BAE 941.78
GRM CPH 526.67
AYR FXO 936.54
BUH EDN 592.37
EZV BWO 729.86
EHF GUJ 633.13
CLA EMM 614.26
BRL GOC 775.75
HJS AUO 335.58
BGO BKT 625.03
CGS AFD 101.42
EWA EDT 732.44
FJG EDZ 541.06
CCL FAR 247.48
FZA CBF 623.03
HJB BOI 456.78
GLG DRE 449.21
FPA CBY 65.59
AZG BYM 590.41
CJZ FQU 90.25
EPC ALY 612.24
DIN HGS 227.50
CCF AOA 23.78
HCW AEI 959.98
DTT DOX 837.66
FIC GOZ 327.96
DOY GLY 377.63
FQW DJQ 484.63
CFB BYT 922.33
CLN CNG 192.41
CXL EII 258.52
ETV CZV 553.01
FHV GNH 275.50
ABW APK 689.59
FQT GEG 551.17
EVL EXM 426.59
FXB DPL 112.49
DWJ BIJ 550.17
AKU GQG 351.88
CYB FNC 16.71
BWB BJO 333.22
EVW BVD 566.35
DYW AEY 612.06
GOG AQX 847.89
HIE AVL 11.89
EVI ETS 400.05
BAL BFL 632.66
EIU BGC 485.97
DOT DNI 862.07
DRN FZP 514.87
HBB FNB 698.16
DLX CNQ 860.66
DQV EIA 556.90
EHS FZY 483.64
HDD AJJ 91.42
EMN AJO 890.86
AHQ HFE 373.44
DNT FDG 243.84
HBB BNJ 986.68
AGB FSO 360.79
AIU ABF 49.14
CWL DQF 310.26
HEL EQT 533.63
FUB EFW 158.28
GDL CYW 200.84
BCR BPT 48.98
AXO HBX 292.79
GAU GEF 208.30
CDV EFA 182.15
AMB AKF 893.26
ANG CGY 194.83
EDL DUK 747.12
DJX BJL 279.99
AFL EPH 241.98
DEH GSN 481.00
GUA BEH 335.97
GLQ CCP 43.42
HFN DIN 399.54
EAF CRW 53.82
GKL BRY 868.33
BHB CYC 684.99
HBL ENA 201.95
DAO BOB 443.41
AFN AJF 966.26
BNS GYL 417.67
CSA EWM 52.58
EUP FXF 598.35
CSU ALD 591.93
FKQ AZW 440.68
HCO FSJ 131.30
CQI FMQ 24.57
HDI FUE 496.68
DHB EUV 857.89
DQH HFJ 478.31
DEK ELA 843.26
CQP EUY 317.10
DDM EOP 785.30
DOP FJO 31.21
GOL FZT 99.61
GWN DFV 499.69
EYV BMA 797.68
FIR CZG 678.96
CTE EDP 890.67
EOF CYE 712.78
DOX DYG 550.81
AZO GMA 885.76
ADV GHN 53.59
ADC DNG 588.29
GCV FLU 562.36
BYI FKP 520.20
DKI HBR 166.61
AZG FYU 513.62
FCV EOX 599.68
CQR GMB 31.70
GOX BEX 775.96
FQP GML 250.11
ENU BPY 670.27
CQT HHF 471.27
CSF DSL 572.07
ASM GSD 413.36
CJW DTS 289.96
AYI AJV 226.44
FNF AIP 883.00
GOY FAN 117.53
CJN DMB 898.90
BLQ DMN 743.33
DBO GMM 294.96
CYL CFZ 339.11
GQX ACO 906.98
AOK EBY 425.23
EID CPI 393.55
ERY GNA 773.15
HAN DZQ 79.47
GQS BET 530.22
CSM BAN 838.19
GEZ CAW 554.18
FHD BHN 727.49
CCV HBY 248.17
EFJ CSM 31.57
AXA GLN 476.52
FMI ACK 593.78
GPB DNM 222.93
FEJ CMN 368.15
GJD GYU 465.60
BZI HFJ 874.03
GAF CLD 42.35
HHS GMW 547.72
BPA GFW 733.37
EHM DMZ 561.14
FIR CAR 603.10
FLB BCT 272.60
BOF GMZ 23.12
GAT DUM 917.59
FPF GCN 2.53
HKG EGQ 558.98
CLB DDF 485.84
BNQ CUL 526.45
CJE CIM 975.77
FWD FZJ 336.43
CMM GLH 678.93
FPF EJX 264.98
ERW AKN 651.66
BCB DAF 775.63
BUG FJY 716.38
GAW GSM 167.65
DTT GQA 131.15
BDW DDM 997.55
DMI BOH 657.85
EBJ BOD 687.27
FCI FVK 626.82
CBX AQT 607.10
CML CXD 894.85
FMQ GRS 40.06
FMG DSL 410.87
EUK AYA 472.89
EAC FNW 427.19
BTG FEL 316.12
DHO AYI 523.88
EVR GLR 110.88
FGT FAN 638.28
FXM GBV 872.68
BKH HIA 250.22
CRS ALM 466.97
AZV CBH 767.57
BXV ABA 154.55
ABJ EBP 350.41
FFU BBH 840.99
ATU EPD 152.76
HFL GFA 588.52
GVQ GLY 484.71
ACV EKW 520.26
AAO ELS 123.69
CMA BOR 946.64
ENI EEG 928.28
EOI GVT 784.99
DFQ BNA 847.95
EGX AEK 411.82
BLT CPA 310.65
CGL AWW 365.79
DIB AQB 428.05
AIP DPZ 124.23
GUI BSU 224.97
AYR BFX 788.63
HCY AAJ 18.79
GOJ FEZ 999.29
ARC GXC 693.58
CVM BGG 365.32
FKM CVF 494.15
AXA FDZ 767.48
BNB DXO 296.19
HDA ACL 718.56
DLN FUM 234.32
GRK GCT 930.16
GRT BMT 436.57
EMK DKA 684.65
DZE CLI 828.95
HFL ESG 546.91
CQI FVU 516.01
AJZ DAS 216.05
GHN CMC 72.03
GJZ HFM 895.70
GUD EXE 43.80
ACH BYW 967.07
DPA BZG 612.15
GZA HCN 70.85
CAB FZO 801.11
BHZ ADJ 141.46
BTL CMY 340.19
GUE GWR 707.95
DVY CTC 774.07
DRC ECO 130.10
DDZ DET 573.25
FCV AIC 982.57
HCB ECW 983.16
BJZ HFB 920.86
HJN BZA 467.92
ACP CSE 644.97
EPN BGL 817.33
EBX ELB 642.66
BKR CPI 888.46
FNG HBC 14.44
DHR FCG 739.17
FPT ENF 624.00
